,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
54566,5249,2028,4,961600360,F,45,14,75006,Saving Private Ryan (1998),Action|Drama|War,False
506980,2878,62,4,972791167,F,50,20,88005,Mr. Holland's Opus (1995),Drama,False
780797,1244,2412,2,975340837,M,25,4,22030,Rocky V (1990),Action|Drama,False
442479,2288,2140,3,974519958,M,1,10,13066,"Dark Crystal, The (1982)",Children's|Fantasy|Sci-Fi,False
731386,4802,3505,4,962975671,M,56,1,40601,No Way Out (1987),Thriller,False
677785,93,2373,2,977632812,M,25,17,95825,Red Sonja (1985),Action|Adventure,False
709072,2290,145,3,974521147,M,25,0,61021,Bad Boys (1995),Action,False
964433,5643,227,2,959651180,F,35,1,84108,Drop Zone (1994),Action,False
299461,5841,913,5,957824571,F,35,7,10024,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
445599,2764,1276,4,973136293,M,25,7,91403,Cool Hand Luke (1967),Comedy|Drama,False
534913,3611,543,4,966610113,M,25,2,84321,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,False
764259,5256,2053,2,961298154,M,25,16,30269,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,False
639923,4408,2288,4,965153251,F,45,2,19033,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,False
836671,3929,2088,1,965710152,M,25,5,80227,Popeye (1980),Adventure|Comedy|Musical,False
640899,5376,3300,3,971834852,M,25,17,94538,Pitch Black (2000),Action|Sci-Fi,False
284229,454,2959,4,976488646,M,25,20,55092,Fight Club (1999),Drama,False
297808,5113,1089,3,971971980,M,25,0,55408,Reservoir Dogs (1992),Crime|Thriller,False
798674,3227,144,4,969645886,F,25,14,60657,"Brothers McMullen, The (1995)",Comedy,False
781660,5378,3219,4,960402423,M,35,18,10463,Pacific Heights (1990),Thriller,False
46849,205,260,5,976923666,M,35,12,97333,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
174911,4522,318,5,964826154,M,45,1,81004,"Shawshank Redemption, The (1994)",Drama,False
441809,2316,1918,4,974556778,M,35,0,13207,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,False
986910,533,3544,4,976219692,M,25,12,27514,Shakes the Clown (1991),Comedy,False
728082,2621,1222,4,1016911903,M,18,0,46304,Full Metal Jacket (1987),Action|Drama|War,False
129067,1457,1196,4,974756491,M,25,1,95472,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
877807,3618,170,3,966599012,M,56,17,22657,Hackers (1995),Action|Crime|Thriller,False
614260,3842,553,4,978171401,F,35,16,92054,Tombstone (1993),Western,False
895871,1260,3478,4,987446161,M,25,17,28262,"Bamba, La (1987)",Drama,False
679299,4064,616,2,965477268,M,45,0,20851,"Aristocats, The (1970)",Animation|Children's,False
878469,2802,3615,2,972824647,M,35,20,10036,Dinosaur (2000),Animation|Children's,False
461918,5321,3037,4,960861786,M,25,4,02457,Little Big Man (1970),Comedy|Drama|Western,False
149434,5281,3809,5,964558240,M,25,2,90210,What About Bob? (1991),Comedy,False
863355,5831,3251,4,957904515,M,25,1,92120,Agnes of God (1985),Drama|Mystery,False
492967,1473,2405,2,974757775,M,25,14,06511,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,False
739719,2371,11,4,974337910,F,35,7,06082,"American President, The (1995)",Comedy|Drama|Romance,False
704949,3832,1219,5,997896863,F,25,7,43214,Psycho (1960),Horror|Thriller,False
146661,2489,3735,4,1023381700,F,35,9,37843,Serpico (1973),Crime|Drama,False
424813,3313,1252,3,967954588,M,35,20,90292,Chinatown (1974),Film-Noir|Mystery|Thriller,False
50825,716,1029,4,982884302,M,18,4,98188,Dumbo (1941),Animation|Children's|Musical,False
370393,4771,3528,4,996966834,F,25,4,04101,"Prince of Tides, The (1991)",Drama|Romance,False
391046,4107,2699,4,965519571,F,25,0,23221,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
491123,5755,858,5,958264819,F,35,2,78744,"Godfather, The (1972)",Action|Crime|Drama,False
991350,3138,2521,2,969048268,M,35,17,46229,Airport 1975 (1974),Drama,False
688236,1202,2991,2,1009850027,M,35,12,97006,Live and Let Die (1973),Action,False
910602,1884,3811,5,975736825,M,45,20,93108,Breaker Morant (1980),Drama|War,False
528808,2222,2012,4,974600270,F,45,1,13088,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
582841,4140,952,3,965351077,M,25,0,32112,Around the World in 80 Days (1956),Adventure|Comedy,False
393541,2944,223,4,1011117067,F,18,4,48104,Clerks (1994),Comedy,False
664462,639,839,3,990329327,M,45,17,85202,"Crow: City of Angels, The (1996)",Action|Thriller,False
62105,1097,2194,4,974928327,M,18,17,92109,"Untouchables, The (1987)",Action|Crime|Drama,False
98596,528,2278,3,980038316,F,18,17,83843,Ronin (1998),Action|Crime|Thriller,False
923578,5306,2803,4,961013207,F,25,17,92121,"Pelican Brief, The (1993)",Thriller,False
81057,3841,3107,4,965999421,M,45,18,26101,Backdraft (1991),Action|Drama,False
690413,1329,1407,4,978557043,M,18,14,60194,Scream (1996),Horror|Thriller,False
393816,3970,223,5,965659273,F,25,2,02903,Clerks (1994),Comedy,False
590122,1861,2694,1,974704898,M,50,16,92129,Big Daddy (1999),Comedy,False
805376,1150,1176,3,975196898,F,25,20,75226,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,False
406715,4115,3751,3,965369252,M,25,15,99353,Chicken Run (2000),Animation|Children's|Comedy,False
809184,4653,921,4,963939539,M,35,12,95051,My Favorite Year (1982),Comedy,False
601062,3308,1883,3,967994231,F,18,20,15701-1348,Bulworth (1998),Comedy,False
692253,59,2644,3,1041967910,F,50,1,55413,Dracula (1931),Horror,False
742024,3825,2176,5,965939908,M,18,1,06279,Rope (1948),Thriller,False
952824,494,2381,3,976216325,F,35,0,17870,Police Academy 4: Citizens on Patrol (1987),Comedy,False
911960,5111,2583,3,962427739,M,35,2,78006,Cookie's Fortune (1999),Mystery,False
219455,651,1387,5,975705675,M,35,7,20895,Jaws (1975),Action|Horror,False
218171,3864,3702,5,965855381,M,50,20,29630,Mad Max (1979),Action|Sci-Fi,False
390466,1726,2699,4,974710969,M,25,2,60160,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
398111,3650,1777,5,966458393,M,25,0,60611,"Wedding Singer, The (1998)",Comedy|Romance,False
948610,2496,2665,2,974094089,M,50,1,37932,Earth Vs. the Flying Saucers (1956),Sci-Fi,False
452033,583,2080,4,982825672,F,25,0,48067,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
59766,3195,1246,3,968640576,M,18,4,80228,Dead Poets Society (1989),Drama,False
255087,4213,377,4,967585327,M,35,7,63125,Speed (1994),Action|Romance|Thriller,False
517505,4473,2872,3,965074067,M,35,1,94121,Excalibur (1981),Action|Drama|Fantasy|Romance,False
78350,2899,2881,3,971922585,M,35,14,94133,Double Jeopardy (1999),Action|Thriller,False
139512,2967,95,2,971126112,M,25,0,94110,Broken Arrow (1996),Action|Thriller,False
104190,4823,589,3,963094716,M,18,4,46219,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
432029,4115,2496,5,965366425,M,25,15,99353,Blast from the Past (1999),Comedy|Romance,False
373196,3101,3173,4,969577161,M,18,15,91101,Any Given Sunday (1999),Drama,False
97498,3261,110,4,968252416,M,45,20,87505,Braveheart (1995),Action|Drama|War,False
17255,1544,2791,5,974742465,M,25,12,63146,Airplane! (1980),Comedy,False
289835,3490,1729,4,967049851,M,25,0,74136,Jackie Brown (1997),Crime|Drama,False
840033,1442,3649,3,974763715,M,18,2,12345,American Gigolo (1980),Drama,False
36233,5689,588,3,960782725,M,25,0,84119,Aladdin (1992),Animation|Children's|Comedy|Musical,False
318833,1988,1243,3,974683245,F,25,1,85224,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,False
846249,4089,3706,3,965536945,M,25,7,79416,Angel Heart (1987),Film-Noir|Mystery|Thriller,False
655638,1680,3440,1,974839652,M,25,20,95380,Teenage Mutant Ninja Turtles III (1993),Action|Children's|Fantasy,False
364996,1064,161,2,974947922,M,25,7,91344,Crimson Tide (1995),Drama|Thriller|War,False
509566,4161,2000,3,965337437,M,45,0,90404,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
814100,150,3787,4,983740064,M,35,7,98144,Shower (Xizhao) (1999),Comedy,False
922360,2486,2596,5,974143004,M,18,12,98105,SLC Punk! (1998),Comedy|Drama,False
715425,2231,2163,4,974598888,M,50,11,85726,Attack of the Killer Tomatoes! (1980),Comedy|Horror,False
375168,4013,3252,4,965537814,M,25,1,77803,Scent of a Woman (1992),Drama,False
237236,4981,509,5,962600082,M,50,1,55406,"Piano, The (1993)",Drama|Romance,False
839676,1449,2919,4,975518594,M,35,20,17112,Year of Living Dangerously (1982),Drama|Romance,False
895907,1980,3478,4,974689592,M,35,7,06460,"Bamba, La (1987)",Drama,False
715165,4089,185,4,1020652156,M,25,7,79416,"Net, The (1995)",Sci-Fi|Thriller,False
337893,5364,838,4,960502770,F,25,3,55408,Emma (1996),Comedy|Drama|Romance,False
243881,1743,1617,5,975535991,M,35,17,77566,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
641882,4618,1206,4,964126743,M,25,14,97202,"Clockwork Orange, A (1971)",Sci-Fi,False
810265,5954,946,5,957653050,M,45,11,70802,To Be or Not to Be (1942),Comedy|Drama|War,False
610025,2116,1702,4,974856452,M,18,4,49546,Flubber (1997),Children's|Comedy|Fantasy,False
289626,1733,1729,5,1029880486,M,18,14,43725,Jackie Brown (1997),Crime|Drama,False
744441,1958,3708,4,1001987226,F,25,1,17055,Firestarter (1984),Horror|Thriller,False
223315,1320,2947,5,974778038,M,25,4,22030,Goldfinger (1964),Action,False
905848,881,2364,3,1014314870,M,18,14,76401,Godzilla (Gojira) (1984),Action|Sci-Fi,False
14218,3272,2398,4,971244110,M,35,0,08330,Miracle on 34th Street (1947),Drama,False
453382,3380,1282,5,967673912,M,50,0,20815,Fantasia (1940),Animation|Children's|Musical,False
775659,3931,1457,3,965710751,M,25,5,92117,Fools Rush In (1997),Comedy|Romance,False
373648,5111,105,3,962334740,M,35,2,78006,"Bridges of Madison County, The (1995)",Drama|Romance,False
830675,2826,2612,4,972601900,M,35,12,10011,Mildred Pierce (1945),Drama,False
328823,181,3072,3,977090067,M,18,17,33186,Moonstruck (1987),Comedy,False
231771,3203,1466,4,975191684,M,35,0,90254,Donnie Brasco (1997),Crime|Drama,False
129517,2405,1196,2,974512926,M,50,8,78065,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
860953,2990,3011,3,970954073,M,35,12,45243,"They Shoot Horses, Don't They? (1969)",Drama,False
554183,2457,2046,3,974181706,M,25,0,60656,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,False
448398,3393,1927,5,967495092,M,35,12,60563,All Quiet on the Western Front (1930),War,False
558077,4318,663,5,965340654,M,25,5,02891,Kids in the Hall: Brain Candy (1996),Comedy,False
796954,2457,955,5,974177405,M,25,0,60656,Bringing Up Baby (1938),Comedy,False
36691,4765,1907,4,965513708,F,35,16,03301,Mulan (1998),Animation|Children's,False
770586,4386,252,2,965247344,M,25,5,74055,I.Q. (1994),Comedy|Romance,False
860575,2098,2986,3,974655011,M,35,20,48067,Robocop 2 (1990),Action|Crime|Sci-Fi,False
64240,4473,648,2,965067263,M,35,1,94121,Mission: Impossible (1996),Action|Adventure|Mystery,False
994735,1449,1440,3,976316117,M,35,20,17112,Amos & Andrew (1993),Comedy,False
614877,5120,628,4,962256831,M,50,7,80302,Primal Fear (1996),Drama|Thriller,False
228136,1980,2333,5,974687185,M,35,7,06460,Gods and Monsters (1998),Drama,False
608462,5543,2273,4,959939446,M,25,17,97401,Rush Hour (1998),Action|Thriller,False
569703,1733,1563,5,990676415,M,18,14,43725,Dream With the Fishes (1997),Drama,False
879948,2148,1010,3,974624340,F,18,0,81301,"Love Bug, The (1969)",Children's|Comedy,False
736174,4451,3521,4,965087497,M,25,14,30101,Mystery Train (1989),Comedy|Crime|Drama,False
933649,3292,3093,3,968099375,F,50,6,79410,McCabe & Mrs. Miller (1971),Drama|Western,False
872650,3709,1975,1,966277058,M,25,12,89502,Friday the 13th Part 2 (1981),Horror,False
157824,4033,380,5,965512998,M,25,6,43551,True Lies (1994),Action|Adventure|Comedy|Romance,False
82547,3436,3035,5,970714361,M,35,0,98503,Mister Roberts (1955),Comedy|Drama|War,False
701048,3675,2502,4,966368967,M,35,7,06680,Office Space (1999),Comedy|Romance,False
795813,1333,930,5,974776178,M,25,17,06460,Notorious (1946),Film-Noir|Romance|Thriller,False
338601,3054,1947,4,970616829,M,18,4,44056,West Side Story (1961),Musical|Romance,False
659022,1404,1344,4,974763837,M,50,16,91360,Cape Fear (1962),Film-Noir|Thriller,False
793974,4852,3364,4,962834379,M,35,0,42025,"Asphalt Jungle, The (1950)",Crime|Film-Noir,False
592914,5938,141,4,981067132,M,25,1,35401,"Birdcage, The (1996)",Comedy,False
165338,1865,3418,3,1003800077,F,18,1,94606,Thelma & Louise (1991),Action|Drama,False
309626,3715,24,4,966265931,M,18,5,55428,Powder (1995),Drama|Sci-Fi,False
927188,2820,1004,2,972676546,F,35,0,02138,"Glimmer Man, The (1996)",Action|Thriller,False
12078,3755,919,5,966098503,F,50,14,08810,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
364411,238,1120,3,976767042,F,50,7,90291,"People vs. Larry Flynt, The (1996)",Drama,False
443351,1172,1271,4,974865848,F,25,0,61801,Fried Green Tomatoes (1991),Drama,False
225635,4739,1240,4,963272730,M,25,3,32580,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
964290,754,2494,4,975538868,M,35,7,38024,"Last Days, The (1998)",Documentary,False
930541,1348,709,4,974773263,F,1,10,04240,Oliver & Company (1988),Animation|Children's,False
473281,1140,1374,4,974880899,F,45,2,73069,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
283801,4343,1500,3,965224570,M,25,12,75007,Grosse Pointe Blank (1997),Comedy|Crime,False
465969,3410,1292,4,967434463,M,35,1,20653,Being There (1979),Comedy,False
67920,531,1103,3,994346556,F,18,14,22206,Rebel Without a Cause (1955),Drama,False
147926,828,1597,4,975371865,M,18,4,70817,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
476931,232,1377,3,976812965,M,25,20,55408,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
377412,4343,1589,4,965225006,M,25,12,75007,Cop Land (1997),Crime|Drama|Mystery,False
877808,3626,170,3,966609330,M,25,17,75075,Hackers (1995),Action|Crime|Thriller,False
568517,2885,440,4,972186368,F,18,1,80302,Dave (1993),Comedy|Romance,False
760596,1998,468,4,981859646,F,50,9,24018,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,False
147023,425,1953,4,976280813,M,25,12,55303,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
794336,5180,3469,5,961805325,M,35,11,85044,Inherit the Wind (1960),Drama,False
937350,5015,373,4,962593248,M,35,6,92672,Red Rock West (1992),Thriller,False
999042,5005,3636,3,962599061,M,45,16,92807,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),Drama,False
645750,1592,2454,4,974734972,M,35,7,50111,"Fly, The (1958)",Horror|Sci-Fi,False
727252,4388,112,5,965218887,M,45,3,75074,Rumble in the Bronx (1995),Action|Adventure|Crime,False
652463,5142,2985,3,962043228,M,25,1,92101,Robocop (1987),Action|Crime|Sci-Fi,False
210813,651,1136,5,975709627,M,35,7,20895,Monty Python and the Holy Grail (1974),Comedy,False
23937,1685,1270,4,974718016,M,35,12,95833,Back to the Future (1985),Comedy|Sci-Fi,False
606101,1125,2841,5,974923122,F,18,4,53715,Stir of Echoes (1999),Thriller,False
598038,2609,1783,4,973725973,F,50,12,55391,Palmetto (1998),Film-Noir|Mystery|Thriller,False
291909,948,3113,3,975165243,M,56,12,43056,End of Days (1999),Action|Thriller,False
229541,3080,39,5,969809780,M,25,20,55410,Clueless (1995),Comedy|Romance,False
349146,1980,1997,4,974775843,M,35,7,06460,"Exorcist, The (1973)",Horror,False
248230,2771,6,3,973123423,M,18,1,92037,Heat (1995),Action|Crime|Thriller,False
825100,3778,2926,1,966037170,M,25,0,61832,Hairspray (1988),Comedy|Drama,False
673612,1246,44,4,974892040,M,18,4,98225,Mortal Kombat (1995),Action|Adventure,False
358198,5682,42,4,958606439,M,18,0,23455-4959,Dead Presidents (1995),Action|Crime|Drama,False
679963,3195,2450,2,968641521,M,18,4,80228,Howard the Duck (1986),Adventure|Children's|Sci-Fi,False
897700,2998,415,2,970663871,F,25,1,45241,Another Stakeout (1993),Comedy|Thriller,False
280446,5575,2013,3,959294017,M,35,7,19808,"Poseidon Adventure, The (1972)",Action|Adventure,False
297840,5321,1089,2,960864740,M,25,4,02457,Reservoir Dogs (1992),Crime|Thriller,False
995750,1150,61,2,974872214,F,25,20,75226,Eye for an Eye (1996),Drama|Thriller,False
210045,2938,2115,3,971449138,F,25,0,55345,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
731076,4989,3420,3,962592440,M,25,0,55121,...And Justice for All (1979),Drama|Thriller,False
859745,2378,1590,3,974332060,M,25,3,75150,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,False
622547,2106,2720,1,974751717,F,18,20,495321,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,False
103929,4098,589,5,965515217,M,35,7,53150,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
584721,453,1587,5,985158821,M,18,4,55102,Conan the Barbarian (1982),Action|Adventure,False
182702,2683,3421,5,979964964,M,35,7,60188,Animal House (1978),Comedy,False
728134,2919,1222,5,975448072,M,18,17,88076,Full Metal Jacket (1987),Action|Drama|War,False
38680,2009,2762,5,974677580,F,35,7,60625,"Sixth Sense, The (1999)",Thriller,False
876178,4942,2531,2,962642552,M,45,12,40515,Battle for the Planet of the Apes (1973),Action|Sci-Fi,False
970445,2389,2022,3,974298279,M,25,16,37922,"Last Temptation of Christ, The (1988)",Drama,False
720704,4472,798,4,965064963,F,45,16,14424,Daylight (1996),Action|Adventure|Thriller,False
394736,4028,3298,5,966197869,M,25,4,02140,Boiler Room (2000),Drama,False
613409,854,2389,2,975351809,F,25,16,44092,Psycho (1998),Crime|Horror|Thriller,False
897415,5273,1950,4,961116434,M,56,20,91030,In the Heat of the Night (1967),Drama|Mystery,False
962647,1150,2801,2,974874772,F,25,20,75226,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,False
532297,2998,3688,1,970664187,F,25,1,45241,Porky's (1981),Comedy,False
778084,5556,3206,3,959445325,M,45,6,92103,Against All Odds (1984),Romance,False
979717,2261,504,3,974583004,M,25,5,33025,No Escape (1994),Action|Sci-Fi,False
81565,1218,3108,3,976130323,M,56,15,13207,"Fisher King, The (1991)",Comedy|Drama|Romance,False
207002,1930,2617,3,994015621,M,25,15,94550,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
250266,5074,800,4,962470689,M,1,0,20132,Lone Star (1996),Drama|Mystery,False
746112,3521,2917,5,966923972,M,25,0,53213,Body Heat (1981),Crime|Thriller,False
667099,5466,2248,3,959898966,M,25,12,98033,Say Anything... (1989),Comedy|Drama|Romance,False
774320,3471,413,2,972123079,M,18,4,80302,Airheads (1994),Comedy,False
172808,3261,2006,2,968252479,M,45,20,87505,"Mask of Zorro, The (1998)",Action|Adventure|Romance,False
967436,2952,759,5,971212959,M,25,4,06511,Maya Lin: A Strong Clear Vision (1994),Documentary,False
447117,2233,1278,5,974597250,F,35,3,60187,Young Frankenstein (1974),Comedy|Horror,False
889598,2793,3067,4,972931998,M,35,7,70116,Women on the Verge of a Nervous Breakdown (1988),Comedy|Drama,False
970973,5550,1465,4,959622313,M,35,15,48187,Rosewood (1997),Drama,False
964584,148,3394,4,979576562,M,50,17,57747,Blind Date (1987),Comedy|Romance,False
217740,1497,3702,4,974750141,M,50,5,80220,Mad Max (1979),Action|Sci-Fi,False
119353,889,2067,3,975254041,M,45,20,10024,Doctor Zhivago (1965),Drama|Romance|War,False
704017,4026,3752,3,965517049,M,25,7,68164,"Me, Myself and Irene (2000)",Comedy,False
321427,5759,34,5,959817946,F,25,1,08904,Babe (1995),Children's|Comedy|Drama,False
968769,1591,2255,3,974745860,M,50,7,26501,Young Doctors in Love (1982),Comedy,False
478458,3521,918,5,966921949,M,25,0,53213,Meet Me in St. Louis (1944),Musical,False
